url,date,rawContent,renderedContent,id,username,id,displayname,rawDescription,renderedDescription,descriptionLinks,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,listedCount,mediaCount,location,protected,link,profileImageUrl,profileBannerUrl,label,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,links,media,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags,card,viewCount,vibe,year,month,week,year_week,cleaned_tweets,cleaned_tweets_tm,sentiment_tweetnlp,number
https://twitter.com/revanth_anumula/status/1627293736182112264,2023-02-19 13:07:15+00:00,"సమస్య ఏదైనా…
మీకు అండగా నిలుస్తా..

#YatraForChange #HaathSeHaathJodo https://t.co/kzBFzqWJvI","సమస్య ఏదైనా…
మీకు అండగా నిలుస్తా..

#YatraForChange #HaathSeHaathJodo https://t.co/kzBFzqWJvI",1627293736182112264,revanth_anumula,706842521796632576,Revanth Reddy,"President,PCC,Telangana. Member of Parliament- Malkajgiri. Two terms MLA 2009,2014 and. One term MLC in 2007","President,PCC,Telangana. Member of Parliament- Malkajgiri. Two terms MLA 2009,2014 and. One term MLC in 2007",,True,2016-03-07 14:02:44+00:00,314411,83,4422,15248,98,1868,"Hyderabad, Telangana India",False,"TextLink(text='revanthreddy.com', url='http://www.revanthreddy.com', tcourl='https://t.co/toZTvP5vcC', indices=(0, 23))",https://pbs.twimg.com/profile_images/1591417088551571456/R3-aOZhl_normal.jpg,https://pbs.twimg.com/profile_banners/706842521796632576/1630675112,,7,139,827,1,1627293736182112264,te,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,"[Photo(previewUrl='https://pbs.twimg.com/media/FpVO4eLaAAAFIWr?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FpVO4eLaAAAFIWr?format=jpg&name=large', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/FpVO4eUaQAE2PjC?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FpVO4eUaQAE2PjC?format=jpg&name=large', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/FpVO4eNaEAUdyUn?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FpVO4eNaEAUdyUn?format=jpg&name=large', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/FpVO4eMaAAEuSnY?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FpVO4eMaAAEuSnY?format=jpg&name=large', altText=None)]",,,,,,,,"['YatraForChange', 'HaathSeHaathJodo']",,,11924.0,,2023,2,7,2023W07,Any problem… Will stand by you.. #YatraForChange #HaathSeHaathJodo,problem… stand you.. #YatraForChange #HaathSeHaathJodo,positive,1
https://twitter.com/revanth_anumula/status/1627245785581760513,2023-02-19 09:56:42+00:00,"సౌమ్యుడు, సుదీర్ఘ రాజకీయ జీవితంలో నగర ప్రజలకు ఎనలేని సేవలు అందించిన కంటోన్మెంట్ ఎమ్మెల్యే సాయన్న అకాలమరణం దిగ్భ్రాంతిని కలిగించింది. ఆయన ఆత్మకు శాంతి చేకూరాలని భగవంతుడ్ని ప్రార్థిస్తూ… కుటుంబ సభ్యులకు నా ప్రగాఢ సానుభూతిని తెలియజేస్తున్నాను.

#Sayanna #Cantonment https://t.co/SQzyV5JDwh","సౌమ్యుడు, సుదీర్ఘ రాజకీయ జీవితంలో నగర ప్రజలకు ఎనలేని సేవలు అందించిన కంటోన్మెంట్ ఎమ్మెల్యే సాయన్న అకాలమరణం దిగ్భ్రాంతిని కలిగించింది. ఆయన ఆత్మకు శాంతి చేకూరాలని భగవంతుడ్ని ప్రార్థిస్తూ… కుటుంబ సభ్యులకు నా ప్రగాఢ సానుభూతిని తెలియజేస్తున్నాను.

#Sayanna #Cantonment https://t.co/SQzyV5JDwh",1627245785581760513,revanth_anumula,706842521796632576,Revanth Reddy,"President,PCC,Telangana. Member of Parliament- Malkajgiri. Two terms MLA 2009,2014 and. One term MLC in 2007","President,PCC,Telangana. Member of Parliament- Malkajgiri. Two terms MLA 2009,2014 and. One term MLC in 2007",,True,2016-03-07 14:02:44+00:00,314411,83,4422,15248,98,1868,"Hyderabad, Telangana India",False,"TextLink(text='revanthreddy.com', url='http://www.revanthreddy.com', tcourl='https://t.co/toZTvP5vcC', indices=(0, 23))",https://pbs.twimg.com/profile_images/1591417088551571456/R3-aOZhl_normal.jpg,https://pbs.twimg.com/profile_banners/706842521796632576/1630675112,,17,99,995,3,1627245785581760513,te,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,"[Photo(previewUrl='https://pbs.twimg.com/media/FpUjalMaMAEcQy9?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FpUjalMaMAEcQy9?format=jpg&name=large', altText=None)]",,,,,,,,"['Sayanna', 'Cantonment']",,,22518.0,,2023,2,7,2023W07,"The untimely death of Cantonment MLA Sayanna, who rendered immeasurable service to the people of the city in a gentle and long political career, ha come a a shock. Praying to God to rest his soul in peace... My deepest condolence to the family members. #Sayanna #Cantonment","untimely death Cantonment MLA Sayanna, rendered immeasurable service people city gentle long political career, ha come shock. Praying God rest soul peace... deepest condolence family members. #Sayanna #Cantonment",neutral,1
https://twitter.com/revanth_anumula/status/1627166694597890049,2023-02-19 04:42:25+00:00,"Last video of Mohd Qadeer which should be taken as Dying declaration who says Medak police beat him up for 5 days &amp; how they tried to cover it up.

I strongly condemn this atrocious act &amp; demand SIT enquiry &amp; ex-gratia of
50 lakhs to khadeer's  family.
@TelanganaCMO @TelanganaDGP https://t.co/FjzYmdb8qK","Last video of Mohd Qadeer which should be taken as Dying declaration who says Medak police beat him up for 5 days &amp; how they tried to cover it up.

I strongly condemn this atrocious act &amp; demand SIT enquiry &amp; ex-gratia of
50 lakhs to khadeer's  family.
@TelanganaCMO @TelanganaDGP https://t.co/FjzYmdb8qK",1627166694597890049,revanth_anumula,706842521796632576,Revanth Reddy,"President,PCC,Telangana. Member of Parliament- Malkajgiri. Two terms MLA 2009,2014 and. One term MLC in 2007","President,PCC,Telangana. Member of Parliament- Malkajgiri. Two terms MLA 2009,2014 and. One term MLC in 2007",,True,2016-03-07 14:02:44+00:00,314411,83,4422,15248,98,1868,"Hyderabad, Telangana India",False,"TextLink(text='revanthreddy.com', url='http://www.revanthreddy.com', tcourl='https://t.co/toZTvP5vcC', indices=(0, 23))",https://pbs.twimg.com/profile_images/1591417088551571456/R3-aOZhl_normal.jpg,https://pbs.twimg.com/profile_banners/706842521796632576/1630675112,,102,1245,2978,60,1627166694597890049,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1627166621000409088/pu/img/BHXjD1NG0kqXM_V2.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1627166621000409088/pu/vid/320x580/0jB7cq-yQKfO3w7V.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1627166621000409088/pu/pl/hMfMYotKtNevJCCV.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1627166621000409088/pu/vid/352x640/2HrS_WDBONica8cS.mp4?tag=12', contentType='video/mp4', bitrate=950000)], duration=139.99, views=40806, altText=None)]",,,,,"[User(username='TelanganaCMO', id=2558684335, displayname='Telangana CMO', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='TelanganaDGP', id=4832563445, displayname='DGP TELANGANA POLICE', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,,96544.0,,2023,2,7,2023W07,Last video of Mohd Qadeer which should be taken a Dying declaration who say Medak police beat him up for 5 day & how they tried to cover it up. I strongly condemn this atrocious act & demand SIT enquiry & ex-gratia of 50 lakh to khadeer's family. @TelanganaCMO @TelanganaDGP,Last video Mohd Qadeer taken Dying declaration say Medak police beat 5 day & tried cover up. strongly condemn atrocious act & demand SIT enquiry & ex-gratia 50 lakh khadeer's family. @TelanganaCMO @TelanganaDGP,negative,1
https://twitter.com/revanth_anumula/status/1627144888482689024,2023-02-19 03:15:46+00:00,"ప్రజల సమస్యలు తెలుసుకుంటూ సాగుతున్న ""యాత్ర""లో విరామ సమయంలో ఆటవిడుపుగా కొద్ది సేపు ఇలా గడపడం జరిగింది. ఈ క్షణాలు మనసును ఉల్లాసపరిచి మరింత శక్తినిస్తుంది. 

#YatraForChange
#HaathSeHaathJodo https://t.co/kSsgva6w8A","ప్రజల సమస్యలు తెలుసుకుంటూ సాగుతున్న ""యాత్ర""లో విరామ సమయంలో ఆటవిడుపుగా కొద్ది సేపు ఇలా గడపడం జరిగింది. ఈ క్షణాలు మనసును ఉల్లాసపరిచి మరింత శక్తినిస్తుంది. 

#YatraForChange
#HaathSeHaathJodo https://t.co/kSsgva6w8A",1627144888482689024,revanth_anumula,706842521796632576,Revanth Reddy,"President,PCC,Telangana. Member of Parliament- Malkajgiri. Two terms MLA 2009,2014 and. One term MLC in 2007","President,PCC,Telangana. Member of Parliament- Malkajgiri. Two terms MLA 2009,2014 and. One term MLC in 2007",,True,2016-03-07 14:02:44+00:00,314411,83,4422,15248,98,1868,"Hyderabad, Telangana India",False,"TextLink(text='revanthreddy.com', url='http://www.revanthreddy.com', tcourl='https://t.co/toZTvP5vcC', indices=(0, 23))",https://pbs.twimg.com/profile_images/1591417088551571456/R3-aOZhl_normal.jpg,https://pbs.twimg.com/profile_banners/706842521796632576/1630675112,,10,263,1702,2,1627144888482689024,te,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1627144788385431552/pu/img/459kU2UY5wNMD3uw.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1627144788385431552/pu/vid/720x1280/OdY5Ro0HAPKSpHIJ.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1627144788385431552/pu/pl/yf_y0-zH0Hux2_tm.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1627144788385431552/pu/vid/480x852/uqHLChLhKmuk7RMB.mp4?tag=12', contentType='video/mp4', bitrate=950000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1627144788385431552/pu/vid/320x568/3sQMteVOnmsTjD9B.mp4?tag=12', contentType='video/mp4', bitrate=632000)], duration=30.0, views=12652, altText=None)]",,,,,,,,"['YatraForChange', 'HaathSeHaathJodo']",,,28696.0,,2023,2,7,2023W07,"During the break in the ""Yatra"" where people's problem are known, this wa spent a a recreation for a short time. These moment are refreshing and empowering. #YatraForChange #HaathSeHaathJodo","break ""Yatra"" people's problem known, wa spent recreation short time. moment refreshing empowering. #YatraForChange #HaathSeHaathJodo",positive,1
https://twitter.com/revanth_anumula/status/1627125090247929856,2023-02-19 01:57:06+00:00,"Deeply saddened by the untimely demise of shri #Tarakaratna garu…

My deepest condolences to the friends and family.I pray God to give them strength in this hour of grief. https://t.co/SmPINq1PZb","Deeply saddened by the untimely demise of shri #Tarakaratna garu…

My deepest condolences to the friends and family.I pray God to give them strength in this hour of grief. https://t.co/SmPINq1PZb",1627125090247929856,revanth_anumula,706842521796632576,Revanth Reddy,"President,PCC,Telangana. Member of Parliament- Malkajgiri. Two terms MLA 2009,2014 and. One term MLC in 2007","President,PCC,Telangana. Member of Parliament- Malkajgiri. Two terms MLA 2009,2014 and. One term MLC in 2007",,True,2016-03-07 14:02:44+00:00,314411,83,4422,15248,98,1868,"Hyderabad, Telangana India",False,"TextLink(text='revanthreddy.com', url='http://www.revanthreddy.com', tcourl='https://t.co/toZTvP5vcC', indices=(0, 23))",https://pbs.twimg.com/profile_images/1591417088551571456/R3-aOZhl_normal.jpg,https://pbs.twimg.com/profile_banners/706842521796632576/1630675112,,24,550,5758,1,1627125090247929856,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,"[Photo(previewUrl='https://pbs.twimg.com/media/FpS1pFvaEAAFftW?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FpS1pFvaEAAFftW?format=jpg&name=large', altText=None)]",,,,,,,,['Tarakaratna'],,,103824.0,,2023,2,7,2023W07,Deeply saddened by the untimely demise of shri #Tarakaratna garu… My deepest condolence to the friend and family.I pray God to give them strength in this hour of grief.,Deeply saddened untimely demise shri #Tarakaratna garu… deepest condolence friend family.I pray God give strength hour grief.,negative,1
https://twitter.com/revanth_anumula/status/1626904656113995777,2023-02-18 11:21:11+00:00,"Newly married couple joined our #YatraForChange on the way. I wish them a happy and long married life. 

This love &amp; affection from people gives us the strength to strive for the betterment downtrodden people ..

#StationGhanpur #HaathSeHaathJodo https://t.co/eN5IuMG1BM","Newly married couple joined our #YatraForChange on the way. I wish them a happy and long married life. 

This love &amp; affection from people gives us the strength to strive for the betterment downtrodden people ..

#StationGhanpur #HaathSeHaathJodo https://t.co/eN5IuMG1BM",1626904656113995777,revanth_anumula,706842521796632576,Revanth Reddy,"President,PCC,Telangana. Member of Parliament- Malkajgiri. Two terms MLA 2009,2014 and. One term MLC in 2007","President,PCC,Telangana. Member of Parliament- Malkajgiri. Two terms MLA 2009,2014 and. One term MLC in 2007",,True,2016-03-07 14:02:44+00:00,314411,83,4422,15248,98,1868,"Hyderabad, Telangana India",False,"TextLink(text='revanthreddy.com', url='http://www.revanthreddy.com', tcourl='https://t.co/toZTvP5vcC', indices=(0, 23))",https://pbs.twimg.com/profile_images/1591417088551571456/R3-aOZhl_normal.jpg,https://pbs.twimg.com/profile_banners/706842521796632576/1630675112,,11,350,2385,1,1626904656113995777,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1626904397325426692/pu/img/ZuFRum6h9UvaKRHh.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1626904397325426692/pu/pl/JdjTZuwl7faE5_cg.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1626904397325426692/pu/vid/1280x718/idLZ82Km_d09DyM2.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1626904397325426692/pu/vid/480x270/yvSdkmroAiCuXKPX.mp4?tag=12', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1626904397325426692/pu/vid/640x360/Zfghc2vevcNaDoC8.mp4?tag=12', contentType='video/mp4', bitrate=832000)], duration=125.6, views=16081, altText=None)]",,,,,,,,"['YatraForChange', 'StationGhanpur', 'HaathSeHaathJodo']",,,29906.0,,2023,2,7,2023W07,Newly married couple joined our #YatraForChange on the way. I wish them a happy and long married life. This love & affection from people give u the strength to strive for the betterment downtrodden people .. #StationGhanpur #HaathSeHaathJodo,Newly married couple joined #YatraForChange way. wish happy long married life. love & affection people give u strength strive betterment downtrodden people .. #StationGhanpur #HaathSeHaathJodo,positive,1
https://twitter.com/revanth_anumula/status/1626808900572925952,2023-02-18 05:00:41+00:00,"హర హర మహాదేవ శంభో శంకర…
ప్రజలందరికి మహా శివరాత్రి శుభాకాంక్షలు..

#MahaShivaratri https://t.co/UitUu9mP2I","హర హర మహాదేవ శంభో శంకర…
ప్రజలందరికి మహా శివరాత్రి శుభాకాంక్షలు..

#MahaShivaratri https://t.co/UitUu9mP2I",1626808900572925952,revanth_anumula,706842521796632576,Revanth Reddy,"President,PCC,Telangana. Member of Parliament- Malkajgiri. Two terms MLA 2009,2014 and. One term MLC in 2007","President,PCC,Telangana. Member of Parliament- Malkajgiri. Two terms MLA 2009,2014 and. One term MLC in 2007",,True,2016-03-07 14:02:44+00:00,314411,83,4422,15248,98,1868,"Hyderabad, Telangana India",False,"TextLink(text='revanthreddy.com', url='http://www.revanthreddy.com', tcourl='https://t.co/toZTvP5vcC', indices=(0, 23))",https://pbs.twimg.com/profile_images/1591417088551571456/R3-aOZhl_normal.jpg,https://pbs.twimg.com/profile_banners/706842521796632576/1630675112,,14,147,1350,1,1626808900572925952,te,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,"[Photo(previewUrl='https://pbs.twimg.com/media/FpOWBd9aMAYAA8I?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FpOWBd9aMAYAA8I?format=jpg&name=large', altText=None)]",,,,,,,,['MahaShivaratri'],,,22742.0,,2023,2,7,2023W07,Hara Hara Mahadeva Sambho Sankara… Happy Maha Shivratri to all people.. #MahaShivaratri,Hara Hara Mahadeva Sambho Sankara… Happy Maha Shivratri people.. #MahaShivaratri,positive,1
https://twitter.com/revanth_anumula/status/1626784709320790017,2023-02-18 03:24:33+00:00,"దగాపడిన తెలంగాణలో కనిపించని వ్యథలెన్నో..!
అటువంటి వ్యథాభరిత బతుకుల గుండెచప్పుడు వినేందుకే ఈ “యాత్ర”

#YatraForChange
#HaathSeHaathJodo https://t.co/tVcQLZU6x8","దగాపడిన తెలంగాణలో కనిపించని వ్యథలెన్నో..!
అటువంటి వ్యథాభరిత బతుకుల గుండెచప్పుడు వినేందుకే ఈ “యాత్ర”

#YatraForChange
#HaathSeHaathJodo https://t.co/tVcQLZU6x8",1626784709320790017,revanth_anumula,706842521796632576,Revanth Reddy,"President,PCC,Telangana. Member of Parliament- Malkajgiri. Two terms MLA 2009,2014 and. One term MLC in 2007","President,PCC,Telangana. Member of Parliament- Malkajgiri. Two terms MLA 2009,2014 and. One term MLC in 2007",,True,2016-03-07 14:02:44+00:00,314411,83,4422,15248,98,1868,"Hyderabad, Telangana India",False,"TextLink(text='revanthreddy.com', url='http://www.revanthreddy.com', tcourl='https://t.co/toZTvP5vcC', indices=(0, 23))",https://pbs.twimg.com/profile_images/1591417088551571456/R3-aOZhl_normal.jpg,https://pbs.twimg.com/profile_banners/706842521796632576/1630675112,,10,208,1290,0,1626784709320790017,te,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1626784599086071809/pu/img/10QIRfzPYUU77rwj.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1626784599086071809/pu/pl/BOxpHsjBJ_sOPlLT.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1626784599086071809/pu/vid/320x568/Zg-A-lrUeatqBxS3.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1626784599086071809/pu/vid/480x852/xM5GrGqujOrzGwXn.mp4?tag=12', contentType='video/mp4', bitrate=950000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1626784599086071809/pu/vid/720x1280/Mn6EgNWcfSI3JpIe.mp4?tag=12', contentType='video/mp4', bitrate=2176000)], duration=60.366, views=9422, altText=None)]",,,,,,,,"['YatraForChange', 'HaathSeHaathJodo']",,,21303.0,,2023,2,7,2023W07,There are so many unseen problem in the lied Telangana..! This “Yatra” is to listen to the heartbeat of such distressed souls. #YatraForChange #HaathSeHaathJodo,many unseen problem lied Telangana..! “Yatra” listen heartbeat distressed souls. #YatraForChange #HaathSeHaathJodo,negative,1
https://twitter.com/revanth_anumula/status/1626594690878554115,2023-02-17 14:49:29+00:00,"Day 11 street corner meeting in #StationGhanpur constituency. 

#YatraForChange #HaathSeHaathJodo https://t.co/0P2rOE9NA9","Day 11 street corner meeting in #StationGhanpur constituency. 

#YatraForChange #HaathSeHaathJodo https://t.co/0P2rOE9NA9",1626594690878554115,revanth_anumula,706842521796632576,Revanth Reddy,"President,PCC,Telangana. Member of Parliament- Malkajgiri. Two terms MLA 2009,2014 and. One term MLC in 2007","President,PCC,Telangana. Member of Parliament- Malkajgiri. Two terms MLA 2009,2014 and. One term MLC in 2007",,True,2016-03-07 14:02:44+00:00,314411,83,4422,15248,98,1868,"Hyderabad, Telangana India",False,"TextLink(text='revanthreddy.com', url='http://www.revanthreddy.com', tcourl='https://t.co/toZTvP5vcC', indices=(0, 23))",https://pbs.twimg.com/profile_images/1591417088551571456/R3-aOZhl_normal.jpg,https://pbs.twimg.com/profile_banners/706842521796632576/1630675112,,11,185,895,2,1626594690878554115,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,"[Photo(previewUrl='https://pbs.twimg.com/media/FpLTPfgaYAwCIlU?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FpLTPfgaYAwCIlU?format=jpg&name=large', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/FpLTPfiacAEudKd?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FpLTPfiacAEudKd?format=jpg&name=large', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/FpLTPflagAM9etK?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FpLTPflagAM9etK?format=jpg&name=large', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/FpLTPfgaEAMqRWT?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FpLTPfgaEAMqRWT?format=jpg&name=large', altText=None)]",,,,,,,,"['StationGhanpur', 'YatraForChange', 'HaathSeHaathJodo']",,,18782.0,,2023,2,7,2023W07,Day 11 street corner meeting in #StationGhanpur constituency. #YatraForChange #HaathSeHaathJodo,Day 11 street corner meeting #StationGhanpur constituency. #YatraForChange #HaathSeHaathJodo,neutral,1
https://twitter.com/revanth_anumula/status/1626560108472958979,2023-02-17 12:32:04+00:00,LIVE: YATRA FOR CHANGE II DAY 11 II GANPUR STATION ASSEMBLY CONSTITUENCY  https://t.co/HfhnZDWP8X,LIVE: YATRA FOR CHANGE II DAY 11 II GANPUR STATION ASSEMBLY CONSTITUENCY  twitter.com/i/broadcasts/1…,1626560108472958979,revanth_anumula,706842521796632576,Revanth Reddy,"President,PCC,Telangana. Member of Parliament- Malkajgiri. Two terms MLA 2009,2014 and. One term MLC in 2007","President,PCC,Telangana. Member of Parliament- Malkajgiri. Two terms MLA 2009,2014 and. One term MLC in 2007",,True,2016-03-07 14:02:44+00:00,314411,83,4422,15248,98,1868,"Hyderabad, Telangana India",False,"TextLink(text='revanthreddy.com', url='http://www.revanthreddy.com', tcourl='https://t.co/toZTvP5vcC', indices=(0, 23))",https://pbs.twimg.com/profile_images/1591417088551571456/R3-aOZhl_normal.jpg,https://pbs.twimg.com/profile_banners/706842521796632576/1630675112,,4,73,250,1,1626560108472958979,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",https://studio.twitter.com,Twitter Media Studio,"[TextLink(text='twitter.com/i/broadcasts/1…', url='https://twitter.com/i/broadcasts/1mrGmkNPNPwxy', tcourl='https://t.co/HfhnZDWP8X', indices=(74, 97))]",,,,,,,,,,,"BroadcastCard(id='1mrGmkNPNPwxy', url='https://twitter.com/i/broadcasts/1mrGmkNPNPwxy', title='LIVE: YATRA FOR CHANGE II DAY 11 II GANPUR STATION ASSEMBLY CONSTITUENCY', state='TIMED_OUT', broadcaster=User(username='revanth_anumula', id=706842521796632576, displayname='Revanth Reddy', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), thumbnailUrl='https://pbs.twimg.com/card_img/1627551597667704832/CzOEuKR7?format=jpg&name=orig', source='livecms', siteUser=User(username='revanth_anumula', id=706842521796632576, displayname='Revanth Reddy', rawDescription='President,PCC,Telangana. Member of Parliament- Malkajgiri. Two terms MLA 2009,2014 and. One term MLC in 2007', renderedDescription='President,PCC,Telangana. Member of Parliament- Malkajgiri. Two terms MLA 2009,2014 and. One term MLC in 2007', descriptionLinks=None, verified=True, created=datetime.datetime(2016, 3, 7, 14, 2, 44, tzinfo=datetime.timezone.utc), followersCount=314411, friendsCount=83, statusesCount=4422, favouritesCount=15248, listedCount=98, mediaCount=1868, location='Hyderabad, Telangana India', protected=False, link=TextLink(text='revanthreddy.com', url='http://www.revanthreddy.com', tcourl='https://t.co/toZTvP5vcC', indices=(0, 23)), profileImageUrl='https://pbs.twimg.com/profile_images/1591417088551571456/R3-aOZhl_normal.jpg', profileBannerUrl='https://pbs.twimg.com/profile_banners/706842521796632576/1630675112', label=None))",6784.0,,2023,2,7,2023W07,LIVE: YATRA FOR CHANGE IN DAY 11 IN GHANPUR STATION ASSEMBLY CONSTITUENCY,LIVE: YATRA CHANGE DAY 11 GHANPUR STATION ASSEMBLY CONSTITUENCY,neutral,1
